DATE RESTITUTION or SETTLEMENT,Title,Image,Artist,Datierung,Material,Height,Provenance,Verlustgeschichte,Status,Published Since,Contact,Person,Permalink To This Page,Literature
2018,Pferdeschwemme,LA416014_45838.jpg,"Daumier, Honoré;Birth 1808.02.26 / 1810.26.02, Marseille;Death 1879.02.10, Valmondois;Place of activity Paris, Valmondois",,Oil: canvas / painted,42.50 cm,"Collection Martin und Florence Flersheim, 1944 confiscated in Amsterdam, 1968 collection J. Kramer, Buenos Aires, 13.05.1999 purchased by Christie's NY, Lot. 113, 2018 friendly agreement;Read more;Read less","Amsterdam / Beschlagnahme, 1944",amicable settlement,2010,von Trott zu Solz Lammek Rechtsanwälte Notar Phone +49 (0) 30 59 00 33 0-0 kanzlei@vontrott-lammek.de,"Flersheim, Martin und Florence",https://www.lostart.de/en/Verlust/422581,
2019,Eppstein,LA455678_71138.jpg,"Becker, Peter;Birth 1828.11.10, Frankfurt (Main);Death 1904.08.18, Soest (Westfalen);Place of activity Oberwesel, Altweilnau, Eppstein (Taunus)",,drawn,52.00 cm,"Collection Martin and Florence Flersheim, 1944 confiscated in Amsterdam, end of 2019 amicable settlement;Read more;Read less","Amsterdam / Beschlagnahme, 1944",amicable settlement,2010,von Trott zu Solz Lammek Rechtsanwälte Notar Phone +49 (0) 30 59 00 33 0-0 kanzlei@vontrott-lammek.de,"Flersheim, Martin und Florence",https://www.lostart.de/en/Verlust/421990,
,The Good Samaritan,,"Steinhausen, Wilhelm August Theodor;Birth 1846.02.02, Sorau (Nieder-Lausitz);Death 1924.01.05, Frankfurt (Main);Place of activity Berlin, Karlsruhe, München, (Burg) Schöneck (Hunsrück)",1890,Oil: cardboard / painted,42.00 cm,"1906 purchase from the artist, collection Martin and Florence Flersheim, 1938 confiscated in Frankfurt;Read more;Read less","Frankfurt (Main) / Beschlagnahme, 1938",restituted,2010,von Trott zu Solz Lammek Rechtsanwälte Notar Phone +49 (0) 30 59 00 33 0-0 kanzlei@vontrott-lammek.de,"Flersheim, Martin und Florence",https://www.lostart.de/en/Verlust/422119,
,The Good Samaritan,LA416004_45830.jpg,"Steinhausen, Wilhelm August Theodor;Birth 1846.02.02, Sorau (Nieder-Lausitz);Death 1924.01.05, Frankfurt (Main);Place of activity Berlin, Karlsruhe, München, (Burg) Schöneck (Hunsrück)",1890,Oil: cardboard / painted,42.00 cm,"1906 purchase from the artist, collection Martin and Florence Flersheim, 1938 confiscated in Frankfurt;Read more;Read less","Frankfurt (Main) / Beschlagnahme, 1938",restituted,2010,von Trott zu Solz Lammek Rechtsanwälte Notar Phone +49 (0) 30 59 00 33 0-0 kanzlei@vontrott-lammek.de,"Flersheim, Martin und Florence",https://www.lostart.de/en/Verlust/422120,
,The Good Samaritan,,"Steinhausen, Wilhelm August Theodor;Birth 1846.02.02, Sorau (Nieder-Lausitz);Death 1924.01.05, Frankfurt (Main);Place of activity Berlin, Karlsruhe, München, (Burg) Schöneck (Hunsrück)",1890,Oil: cardboard / painted,42.00 cm,"1906 purchase from the artist, collection Martin and Florence Flersheim, 1938 confiscated in Frankfurt;Read more;Read less","Frankfurt (Main) / Beschlagnahme, 1938",restituted,2010,von Trott zu Solz Lammek Rechtsanwälte Notar Phone +49 (0) 30 59 00 33 0-0 kanzlei@vontrott-lammek.de,"Flersheim, Martin und Florence",https://www.lostart.de/en/Verlust/422121,
2022,Concert,,"Liebermann, Max;Birth 1847.07.20, Berlin;Death 1935.02.08, Berlin;Place of activity Berlin",,Watercolour (pencil sketch): white paper / drawn (watercolour),23.00 cm,"Clara and Julius Freund, Berlin, 21.03.1942 Auction at Galerie Fischer, Lucerne, No. 215;2022 amicable settlement;Read more;Read less","Luzern / Auktion, 1942",amicable settlement,08.02.2019,von Trott zu Solz Lammek Rechtsanwälte Notar Phone +49 (0) 30 59 00 33 0-0 kanzlei@vontrott-lammek.de,"Freund, Julius und Clara",https://www.lostart.de/en/Verlust/582399,
2022,Prenuptial agreement,,"Chodowiecki, Daniel Nicolaus;Birth 1726.10.16, Danzig;Death 1801.02.07, Berlin;Place of activity Berlin",,Pen wash: white paper / drawn,8.50 cm,"Clara and Julius Freund, Berlin, 21.03.1942 Auction at the Galerie Fischer Luzern, No. 69, Dr. M. (?);2022 amicable settlement with the heirs;Read more;Read less","Luzern / Auktion, 1942",amicable settlement,08.02.2019,von Trott zu Solz Lammek Rechtsanwälte Notar Phone +49 (0) 30 59 00 33 0-0 kanzlei@vontrott-lammek.de,"Freund, Julius und Clara",https://www.lostart.de/en/Verlust/582321,
,Lady with mandolin,,"Blechen, Karl;Birth 1798.07.29, Cottbus;Death 1840.07.23, Berlin;Place of activity Berlin",1834,white paper / drawn (watercolour),19.50 cm,"Clara and Julius Freund, Berlin, 21.03.1942 Auction at Galerie Fischer, Lucerne, No. 42, National Gallery of Canada;amicable settlement with the heirs;Read more;Read less","Luzern / Auktion, 1942",amicable settlement,08.02.2019,von Trott zu Solz Lammek Rechtsanwälte Notar Phone +49 (0) 30 59 00 33 0-0 kanzlei@vontrott-lammek.de,"Freund, Julius und Clara",https://www.lostart.de/en/Verlust/582287,
2023,Landscape near Ferch,,"Hagemeister, Karl;Birth 1848.03.12, Werder (Havel);Death 1933.08.06, Werder (Havel)",,Oil: canvas / painted,49.00 cm,"Clara and Julius Freund, Berlin, 21.03.1942 Auction at Galerie Fischer, Lucerne, No. 111, unsold, 25-29.05.1943 auction at Galerie Fischer, Lucerne, no. 1788, sold, Galerie Wimmer, Munich, private collection Bavaria;2023 amicable settlement;Read more;Read less","Luzern / Auktion, 1942/1943",amicable settlement,21.01.2019,von Trott zu Solz Lammek Rechtsanwälte Notar Phone +49 (0) 30 59 00 33 0-0 kanzlei@vontrott-lammek.de,"Freund, Julius und Clara",https://www.lostart.de/en/Verlust/581577,
2020,Portrait of a Worker Woman,,"Kollwitz, Käthe;Birth 1867.07.08, Königsberg;Death 1945.04.22, Moritzburg;Place of activity Berlin",1906,"Black chalk, charcoal: white Ingres paper / drawn",35.00 cm,"Clara and Julius Freund, Berlin, 21.03.1942 Auction at Galerie Fischer, Lucerne, No. 139, R. (?);2020 amicable settlement;(Information on purchaser's name may be provided by the declarant if necessary);Read more;Read less","Luzern / Auktion, 1942",amicable settlement,08.02.2019,von Trott zu Solz Lammek Rechtsanwälte Notar Phone +49 (0) 30 59 00 33 0-0 kanzlei@vontrott-lammek.de,"Freund, Julius und Clara",https://www.lostart.de/en/Verlust/582368,
2020,Reclining Savoyard Boy,,"Menzel, Adolph;Birth 1815.12.08, Breslau;Death 1905.02.09, Berlin;Place of activity Berlin",,pencil/black chalk: white paper / drawn,13.00 cm,"Clara and Julius Freund, Berlin, 21.03.1942 Auction at Galerie Fischer, Lucerne, No. 238;2020 amicable settlement;Read more;Read less","Luzern / Auktion, 1942",amicable settlement,08.02.2019,von Trott zu Solz Lammek Rechtsanwälte Notar Phone +49 (0) 30 59 00 33 0-0 kanzlei@vontrott-lammek.de,"Freund, Julius und Clara",https://www.lostart.de/en/Verlust/582458,
2021,Court musicians,,"Friedrich, Caspar David;Birth 1774.09.05, Greifswald;Death 1840.05.07, Dresden",1801-05-17,Washed pen drawing (Bister) / drawn,9.50 cm,"Clara and Julius Freund, Berlin, 21.03.1942 Auction at the Galerie Fischer Luzern, No. 94;2021 amicable agreement with the heirs;Read more;Read less","Luzern / Auktion, 1942",amicable settlement,08.02.2019,von Trott zu Solz Lammek Rechtsanwälte Notar Phone +49 (0) 30 59 00 33 0-0 kanzlei@vontrott-lammek.de,"Freund, Julius und Clara",https://www.lostart.de/en/Verlust/582340,
2020,The good samaritan,,"Liebermann, Max;Birth 1847.07.20, Berlin;Death 1935.02.08, Berlin;Place of activity Berlin",,"pencil, washed pencil: white paper / drawn",13.50 cm,"Clara and Julius Freund, Berlin, 21.03.1942 Auction at Galerie Fischer, Lucerne, No. 189;2020 restitution to the heirs;Read more;Read less","Luzern / Auktion, 1942",restituted,08.02.2019,von Trott zu Solz Lammek Rechtsanwälte Notar Phone +49 (0) 30 59 00 33 0-0 kanzlei@vontrott-lammek.de,"Freund, Julius und Clara",https://www.lostart.de/en/Verlust/582411,
2020,Port of Brindisi,,"Slevogt, Max;Birth 1868.10.08, Landshut;Death 1932.09.20, Neukastel (Pfalz);Place of activity München, Neukastel (Pfalz)",1914-02-14,Watercolour with preliminary drawing in black ink (pen): white paper / drawn (watercolour),12.50 cm,"Clara and Julius Freund, Berlin, 21.03.1942 Auction at Galerie Fischer, Lucerne, No. 263, Saarlandmuseum Saarbrücken, 2020 restituted;Read more;Read less","Luzern / Auktion, 1942",restituted,08.02.2019,von Trott zu Solz Lammek Rechtsanwälte Notar Phone +49 (0) 30 59 00 33 0-0 kanzlei@vontrott-lammek.de,"Freund, Julius und Clara",https://www.lostart.de/en/Verlust/582475,
2020,Mungos,,"Slevogt, Max;Birth 1868.10.08, Landshut;Death 1932.09.20, Neukastel (Pfalz);Place of activity München, Neukastel (Pfalz)",1901,"Pen (Bister, washed) / drawn",14.00 cm,"Clara and Julius Freund, Berlin, 21.03.1942 Auction at Galerie Fischer, Lucerne, No. 271, Saarlandmuseum Saarbrücken, 2020 restituted;Read more;Read less","Luzern / Auktion, 1942",restituted,08.02.2019,von Trott zu Solz Lammek Rechtsanwälte Notar Phone +49 (0) 30 59 00 33 0-0 kanzlei@vontrott-lammek.de,"Freund, Julius und Clara",https://www.lostart.de/en/Verlust/582484,
2020,Crying wives in front of a house,,"Slevogt, Max;Birth 1868.10.08, Landshut;Death 1932.09.20, Neukastel (Pfalz);Place of activity München, Neukastel (Pfalz)",,"Pen (Bister, washed) / drawn",21.00 cm,"Clara and Julius Freund, Berlin, 21.03.1942 Auction at Galerie Fischer, Lucerne, No. 275, Saarlandmuseum Saarbrücken, 2020 restituted;Read more;Read less","Luzern / Auktion, 1942",restituted,08.02.2019,von Trott zu Solz Lammek Rechtsanwälte Notar Phone +49 (0) 30 59 00 33 0-0 kanzlei@vontrott-lammek.de,"Freund, Julius und Clara",https://www.lostart.de/en/Verlust/582487,
2020,Li-Hung-Tschang,,"Slevogt, Max;Birth 1868.10.08, Landshut;Death 1932.09.20, Neukastel (Pfalz);Place of activity München, Neukastel (Pfalz)",1900,,28.00 cm,"July 1905 Auction at Helbing, Munich, Clara and Julius Freund, Berlin, 21.03.1942 Auction at Galerie Fischer, Lucerne, No. 265, Saarlandmuseum Saarbrücken, 2020 restituted;Read more;Read less","Luzern / Auktion, 1942",restituted,08.02.2019,von Trott zu Solz Lammek Rechtsanwälte Notar Phone +49 (0) 30 59 00 33 0-0 kanzlei@vontrott-lammek.de,"Freund, Julius und Clara",https://www.lostart.de/en/Verlust/582488,
2020,D'Andrade Don Juan,,"Slevogt, Max;Birth 1868.10.08, Landshut;Death 1932.09.20, Neukastel (Pfalz);Place of activity München, Neukastel (Pfalz)",1902,Oil: canvas / painted,62.00 cm,"Clara and Julius Freund, Berlin, 21.03.1942 Auction at Galerie Fischer, Lucerne, No. 261, unsold, 25,-29.05.1943 auction at Galerie Fischer, Lucerne, no. 1827, sold, Saarlandmuseum Saarbrücken;2020 restituted;Read more;Read less","Luzern / Auktion, 1942/1943",restituted,21.01.2019,von Trott zu Solz Lammek Rechtsanwälte Notar Phone +49 (0) 30 59 00 33 0-0 kanzlei@vontrott-lammek.de,"Freund, Julius und Clara",https://www.lostart.de/en/Verlust/581592,
2020,Man lying in bed,,"Slevogt, Max;Birth 1868.10.08, Landshut;Death 1932.09.20, Neukastel (Pfalz);Place of activity München, Neukastel (Pfalz)",1901,Feather (brown ink): yellowish paper / drawn,14.00 cm,"Clara and Julius Freund, Berlin, 21.03.1942 Auction at Galerie Fischer, Lucerne, No. 266, unsold, 25-29.05.1943 auction at Galerie Fischer, Lucerne, no. 1497, sold, Saarlandmuseum Saarbrücken;2020 restituted;Read more;Read less","Luzern / Auktion, 1942/1943",restituted,08.02.2019,von Trott zu Solz Lammek Rechtsanwälte Notar Phone +49 (0) 30 59 00 33 0-0 kanzlei@vontrott-lammek.de,"Freund, Julius und Clara",https://www.lostart.de/en/Verlust/582480,
2011,Attendant with monkey,,"Slevogt, Max;Birth 1868.10.08, Landshut;Death 1932.09.20, Neukastel (Pfalz);Place of activity München, Neukastel (Pfalz)",1901,Oil: canvas,60.00 cm,"Collection of Freundlich, auction Leo Spik, Berlin 1938, 2011 agreement;Read more;Read less","Berlin / Auktion Leo Spik, 1938",restituted,2009,Dr. Monika Tatzkow Wissenschaftlicher Dokumentationsdienst Phone +49 (0) 30 64 128 13 tatzkow@t-online.de,"Freundlich, Adele (Sammlung)",https://www.lostart.de/en/Verlust/414709,
2023,Fu Lion,,Unknown (Chinese (?)),,Jade green,,"Collection Milly von Friedlaender-Fuld, Berlin Amsterdam, Confiscation of removal goods, Amsterdam May 1941, Consignment by Sammelverwaltung feindlicher Hausgeräte (SfH) - Heim in Holland, Auction Van Marle & Bignell, The Hague 20-25.October 1941, lot 1384, Art dealer's v. Veen, Amsterdam;2023 amicable settlement;Read more;Read less",,"amicable settlement;Literature / Source;Van Marle & Bignell: Catalogus van een belangrijke verzameling zeer kostbare antiquiteiten: w.o. verschillende uiterst zeldzame gouden doozen. Zeer belangrijke Kunstveiling waarbij Collectie Mevr. Milly A. von Friedländer Fuld. Auktion vom 20.-25.10.1941. Den Haag 1941. Lot 1384, NL - HaNA, 2.08.42, Stichting Nederlands Kunstbezit (SNK), 145, Beheersdossiers, 1. Confiscatie, diefstal, gedwongen verkoop, Gold - Gou.;Read more;Read less",23.09.2022,Dr. Sabine Rudolph Rechtsanwältin Phone +49 (0)351 317220 rudolph@heimann-dresden.de,"Friedlaender-Fuld, Milly Antonie von",https://www.lostart.de/en/Verlust/601897,"Van Marle & Bignell: Catalogus van een belangrijke verzameling zeer kostbare antiquiteiten: w.o. verschillende uiterst zeldzame gouden doozen. Zeer belangrijke Kunstveiling waarbij Collectie Mevr. Milly A. von Friedländer Fuld. Auktion vom 20.-25.10.1941. Den Haag 1941. Lot 1384, NL - HaNA, 2.08.42, Stichting Nederlands Kunstbezit (SNK), 145, Beheersdossiers, 1. Confiscatie, diefstal, gedwongen verkoop, Gold - Gou.;Read more"
,Horseman on the beach,LA421380_50034.jpg,"Liebermann, Max;Birth 1847.07.20, Berlin;Death 1935.02.08, Berlin;Place of activity Berlin",1901,Oil: canvas / painted,72.00 cm,"Sammlung Friedmann, Breslau bis 1939;Read more;Read less","Breslau, Wrocław, 1939",restituted,11.11.2011,Mondex Corporation info@mondexcorp.com,"Friedmann, David (Breslau)",https://www.lostart.de/en/Verlust/448972,
,Christ as Man of Sorrows with Crown,LA16960_40908.jpg,Unknown (Deutsch / Ulm),1480 (um),Linde,175.00 cm,"Auktion bei Lange, Berlin, vom 27.-29.01.43, Nr. 299;Read more;Read less","Berlin, 1943",amicable settlement,2007,von Trott zu Solz Lammek Rechtsanwälte Notar Phone +49 (0) 30 59 00 33 0-0 kanzlei@vontrott-lammek.de,"Fuld, Harry jun.",https://www.lostart.de/en/Verlust/323022,
2009,Tisch mit volutierten Wangen,,Unknown (Italienisch),1501/1600,Nußbaum / gebeizt,,"Auktion bei H. Lange, Berlin, vom 27.-29.01.43, Nr. 347, Restitution an die Erben 2009;Read more;Read less","Berlin, 1943",restituted,2007,von Trott zu Solz Lammek Rechtsanwälte Notar Phone +49 (0) 30 59 00 33 0-0 kanzlei@vontrott-lammek.de,"Fuld, Harry jun.",https://www.lostart.de/en/Verlust/388621,
,Zeugdruck,,Unknown (Italienisch),1401/1500,linen,26.50 cm,"Auktion bei Lange, Berlin, vom 27.-29.01.43, Nr. 512;Read more;Read less","Berlin, 1943",restituted,2009,von Trott zu Solz Lammek Rechtsanwälte Notar Phone +49 (0) 30 59 00 33 0-0 kanzlei@vontrott-lammek.de,"Fuld, Harry jun.",https://www.lostart.de/en/Verlust/414971,
,Zeugdruck und Stoffrest,,Unknown (Italienisch),1401/1500,linen,,"Auktion bei Lange, Berlin, vom 27.-29.01.43, Nr. 513;Read more;Read less","Berlin, 1943",restituted,2009,von Trott zu Solz Lammek Rechtsanwälte Notar Phone +49 (0) 30 59 00 33 0-0 kanzlei@vontrott-lammek.de,"Fuld, Harry jun.",https://www.lostart.de/en/Verlust/414972,
,"Jesus von Joseph von Arimathia, Maria und Nikodemus in den Sarkophag gehoben",LA16968_40916.jpg,Unknown (Elsässisch),1520 (um),Sandstein,44.00 cm,"Auktion bei Lange, Berlin, vom 27.-29.01.43, Nr. 313, 1954 restituiert, seit 1965 im Badischen Landesmuseum Karlsruhe;Read more;Read less","Berlin, 1943",restituted,2007,von Trott zu Solz Lammek Rechtsanwälte Notar Phone +49 (0) 30 59 00 33 0-0 kanzlei@vontrott-lammek.de,"Fuld, Harry jun.",https://www.lostart.de/en/Verlust/323030,
,Reliquienbüste mit Öffnungen in der Brust und aufklappbarem Scheitel,LA16954_40902.jpg,"Deutsch (Köln) Title Reliquienbüste mit Öffnungen in der Brust und aufklappbarem Scheitel Datierung 1301/1400 Object type Sculpture Group of reported objects Sculpture Material / Technique Holz;Height 45.50 cm;Description;Der Scheitel zum Aufklappen. In der Brust drei Öffnungen, in der Mitte ein Vierpaß, rechts und links davon Dreipässe. Nur noch Kreidereste der ehem. Fassung, Holz, vollrund, Hälfte 45,5 cm;Read more;Read less;Provenance;Auktion bei Lange, Berlin, vom 27.-29.01.43, Nr. 284;Read more;Read less;Verlustgeschichte Berlin, 1943;Status;restituted;Published since 2007",1301/1400,Holz,45.50 cm,"Auktion bei Lange, Berlin, vom 27.-29.01.43, Nr. 284;Read more;Read less","Berlin, 1943",restituted,2007,von Trott zu Solz Lammek Rechtsanwälte Notar Phone +49 (0) 30 59 00 33 0-0 kanzlei@vontrott-lammek.de,"Fuld, Harry jun.",https://www.lostart.de/en/Verlust/323015,
,Maria aus einer Verkündigungsszene,LA16955_40903.jpg,Unknown (Deutsch / Oberrheinisch),1470 (um),Alabaster,39.00 cm,"Auktion bei Lange, Berlin, vom 27.-29.01.43, Nr. 301;Read more;Read less","Berlin, 1943",restituted,2007,von Trott zu Solz Lammek Rechtsanwälte Notar Phone +49 (0) 30 59 00 33 0-0 kanzlei@vontrott-lammek.de,"Fuld, Harry jun.",https://www.lostart.de/en/Verlust/323017,
2009,Kreuztragung,LA16975_40923.jpg,Unknown (Deutsch / Mittelrheinisch),1440 (um),Alabaster,17.00 cm,"Auktion bei Lange, Berlin, vom 27.-29.01.43, Nr. 297, nach Einigung 2009 restituiert;Read more;Read less","Berlin, 1943",restituted,2007,von Trott zu Solz Lammek Rechtsanwälte Notar Phone +49 (0) 30 59 00 33 0-0 kanzlei@vontrott-lammek.de,"Fuld, Harry jun.",https://www.lostart.de/en/Verlust/323040,
2023,Relief of the Madonna with dead son (vesper image),LA16973_40921.jpg,Unknown (/ Spanisch),1520 (um),Wood,58.50 cm,"Auction at Lange, Berlin, 27-29.01.43, no. 321, buyer: Almas, Musées nationaux récupération RFR 41;April 2023 Restitution to the heirs by the French government;Read more;Read less","Berlin, 1943",restituted,2007,von Trott zu Solz Lammek Rechtsanwälte Notar Phone +49 (0) 30 59 00 33 0-0 kanzlei@vontrott-lammek.de,"Fuld, Harry jun.",https://www.lostart.de/en/Verlust/323038,
2018,Walchenseelandschaft mit Bäumen im Vordergrund,,"Corinth, Lovis;Birth 1858.07.21, Tapiau (Ost-Preußen);Death 1925.07.17, Zandvoort;Place of activity Königsberg, Berlin",,gemalt (Aquarell),25.00 cm,2018 amicable agreement with the heirs;Read more;Read less,"Berlin / Max Perl, Auktion 180, 1933-5-18/1933-5-19",amicable settlement,2007,Rowland & Petroff Attorneys at Law Phone +1 212-685-5509 info@rowlandlaw.com,"Glaser, Prof. Dr. Curt",https://www.lostart.de/en/Verlust/397915,
2019,"Ceres, Venus, Amor und Bacchus in Landschaft",,"Wtewael, Joachim Antonisz;Birth (um) 1566, Utrecht;Death 1638.08.01, Utrecht;Place of activity Utrecht, Padua First mentioned (um) 1541",,gezeichnet (Feder) & laviert & gehöht (weiß),14.50 cm,2019 amicable settlement with the heirs;Read more;Read less,"Berlin / Max Perl, Auktion 180, 1933-5-18/1933-5-19",amicable settlement,2007,Rowland & Petroff Attorneys at Law Phone +1 212-685-5509 info@rowlandlaw.com,"Glaser, Prof. Dr. Curt",https://www.lostart.de/en/Verlust/396899,
